ISO,NAME_1,geometry
pk-sd-khi,Karachi,"MULTIPOLYGON ((67.05669403100006 24.77549743700007, 67.04961395300006 24.78067779500003, 67.02993887200006 24.801780853000025, 67.02757327400008 24.804318142000056, 67.02661895800003 24.805341721000048, 67.02169036900005 24.808300018000068, 66.99228668200004 24.816654205000077, 66.98610687300004 24.816850662000036, 66.98231506300004 24.814626694000026, 66.98153713900007 24.812901562000036, 66.98001861600005 24.809534073000066, 66.97584533700007 24.81084632900007, 66.97215271000005 24.816978455000026, 66.97322052400006 24.82025549100007, 66.97497558600003 24.825641632000043, 66.97362518300008 24.830604553000057, 66.96958923300008 24.82858085600003, 66.96820831300005 24.82647132900007, 66.96771173600007 24.825713071000052, 66.96636962900004 24.82366371200004, 66.96343994100005 24.822723389000032, 66.96265411400003 24.824993134000067, 66.96391654200005 24.83258803500007, 66.96537780800003 24.841379166000024, 66.96865844700005 24.84483718900003, 66.97893524200003 24.850633621000043, 66.97959220400003 24.851281576000076, 66.98310852100008 24.854749680000054, 66.98251342800006 24.857860565000067, 66.97939841600004 24.858377348000033, 66.97836303700007 24.85854911800004, 66.97528839100005 24.855724335000048, 66.97142028800005 24.85516738900003, 66.96908569300007 24.850908279000066, 66.96400451700003 24.851980209000033, 66.96100616500007 24.857927322000023, 66.95791626000005 24.86053276100006, 66.95378112800006 24.861009598000066, 66.94118685400008 24.857774317000064, 66.93771362300004 24.85688209500006, 66.93035013700006 24.856122585000037, 66.91903686500007 24.854955673000063, 66.91253662100007 24.852006912000036, 66.91195678700007 24.849479675000055, 66.91205065600008 24.847294608000027, 66.91216278100006 24.84468460100004, 66.91860199000007 24.83865165700007, 66.92348480200008 24.836948395000036, 66.93419647200005 24.837753296000074, 66.93599700900006 24.83720016500007, 66.93906402600004 24.83625793500005, 66.95781707800006 24.82586288500005, 66.96838378900003 24.808908463000023, 66.98156738300008 24.79476356500004, 66.97917938200004 24.791753769000024, 66.92467498800005 24.82760047900007, 66.91986084000007 24.830762863000075, 66.89631652800006 24.840976715000068, 66.87031555200008 24.854858398000033, 66.86199188200004 24.856851578000033, 66.85150146500007 24.856048584000064, 66.83463287400008 24.849582672000054, 66.82888793900008 24.844985962000067, 66.82241058300008 24.836185455000077, 66.81906127900004 24.834390640000038, 66.81082153300008 24.83450508100003, 66.80373382600004 24.835966110000072, 66.78935241700003 24.83893013000005, 66.77299499500003 24.836442947000023, 66.76792144800004 24.837297440000043, 66.75619506800007 24.84375190700007, 66.75139617900004 24.843572617000063, 66.73423004200004 24.838752747000058, 66.72880554200003 24.832284927000046, 66.71621704100005 24.832437515000038, 66.69261169400005 24.823400497000023, 66.68332672100007 24.821378708000054, 66.67472076400003 24.82120704700003, 66.67166900600006 24.821146011000053, 66.65753936800007 24.824993134000067, 66.65139007600004 24.82935333300003, 66.65190887500006 24.83313179000004, 66.65405943100006 24.835492332000058, 66.65821838400007 24.840057373000036, 66.65956115700004 24.85075950600003, 66.67722259100003 24.86859542700006, 66.68427276600005 24.875715256000035, 66.68991851800007 24.877389908000055, 66.69473266600005 24.88216781600005, 66.69951694900004 24.880440158000056, 66.70310974100005 24.879142761000026, 66.71176147500006 24.88009452800003, 66.71371728800005 24.88232417000006, 66.71740323100005 24.88652617200006, 66.72199249300007 24.891757965000068, 66.72142028800005 24.894243240000037, 66.71554565400004 24.892559052000024, 66.71246337900004 24.894948959000033, 66.70855712900004 24.895219803000032, 66.69846344000007 24.890663147000055, 66.69022369400005 24.890768051000066, 66.68692779500003 24.89273262000006, 66.697241 24.9035, 66.70203465800006 24.905896678000033, 66.72094715500003 24.915352331000065, 66.728997 24.919377, 66.756424 24.940495, 66.768261 24.953121, 66.791146 24.967325, 66.820344 24.977979, 66.8381 24.987448, 66.87874 25.005993, 66.91504 25.010728, 66.939898 25.029667, 66.969885 25.05847, 66.995927 25.085695, 67.006185 25.088852, 67.009342 25.098716, 67.012104 25.112526, 67.007369 25.129098, 67.009342 25.159874, 67.029465 25.193807, 67.04288 25.209984, 67.064581 25.222216, 67.087861 25.240366, 67.09325652900003 25.246387526000035, 67.09579274200007 25.24921768200005, 67.115086 25.270747, 67.134814 25.303102, 67.140733 25.310599, 67.14042801600004 25.31390200100003, 67.138365 25.336246, 67.143889 25.361892, 67.153359 25.371362, 67.164012 25.39109, 67.16559 25.40056, 67.162434 25.416343, 67.162039 25.452643, 67.174665 25.462507, 67.186897 25.469609, 67.195578 25.489338, 67.210966 25.50512, 67.222014 25.512617, 67.235823 25.514985, 67.24845 25.526427, 67.254368 25.544182, 67.259103 25.563516, 67.263838 25.57417, 67.280015 25.576932, 67.296587 25.585217, 67.304084 25.597844, 67.323812 25.642035, 67.32393409200006 25.642588980000028, 67.381054 25.642589, 67.388851 25.617899, 67.397298 25.58996, 67.3921 25.56397, 67.397298 25.528234, 67.399897 25.492498, 67.415491 25.453514, 67.403795 25.433372, 67.393399 25.407382, 67.377156 25.357352, 67.360262 25.305373, 67.345968 25.307322, 67.329075 25.296276, 67.328425 25.276134, 67.307633 25.26054, 67.282293 25.226104, 67.273197 25.198165, 67.271248 25.181921, 67.29074 25.166328, 67.337521 25.150084, 67.383003 25.131891, 67.427836 25.10915, 67.457074 25.093556, 67.496708 25.060419, 67.514251 25.018186, 67.5188 24.979851, 67.52138895200005 24.979481667000073, 67.520749 24.955811, 67.526597 24.928522, 67.531145 24.911628, 67.545439 24.884989, 67.566881 24.848603, 67.579875 24.817416, 67.579875 24.801917, 67.579875 24.790126, 67.547388 24.789477, 67.512302 24.799873, 67.484363 24.821314, 67.449277 24.841456, 67.438881 24.838857, 67.44148 24.80767, 67.44363102400007 24.784732304000045, 67.44376310900003 24.783323798000026, 67.44390106200007 24.781852722000053, 67.42822265600006 24.773622513000078, 67.42367553700007 24.77305793800008, 67.40857696500007 24.779249191000076, 67.40017700200008 24.777723312000035, 67.39762130000008 24.776449540000044, 67.39659118700007 24.775936127000023, 67.39105922700003 24.776721115000043, 67.39060974100005 24.776784897000027, 67.38053894000006 24.782928467000033, 67.37549591100003 24.783390045000033, 67.36452484100005 24.77760124200006, 67.35025787400008 24.77984809900005, 67.34526062000003 24.779056549000074, 67.33550262500006 24.771635056000036, 67.32957458500005 24.771230698000068, 67.32492065400004 24.773164749000046, 67.32459259000007 24.775659561000055, 67.29915618900003 24.78295707700005, 67.27463531500007 24.790281296000046, 67.26185607900004 24.789644241000076, 67.24858856200007 24.784187317000033, 67.24558258100006 24.784921646000043, 67.24495697000003 24.789075851000064, 67.24644470200008 24.79183960000006, 67.24498748800005 24.79408836400006, 67.23959350600006 24.797454834000064, 67.23804473900003 24.80178833000008, 67.23599790100008 24.80352096100006, 67.23543548600003 24.80399704000007, 67.23474473400006 24.804070292000063, 67.22647857700008 24.804946899000072, 67.22364807100007 24.807147980000025, 67.22357279800008 24.808967565000046, 67.22344970700004 24.81194305400004, 67.21994682181892 24.814112411095763, 67.21986125200004 24.81412124600007, 67.21370433100003 24.813703537000038, 67.20990489200005 24.811487198000066, 67.20276377900007 24.801639557000044, 67.19491313200007 24.798030853000057, 67.19152568100003 24.791442871000072, 67.18883250500005 24.790098190000037, 67.18562815900003 24.78476905800005, 67.18296550000008 24.78279876700003, 67.17747233600005 24.782819748000065, 67.17389415000008 24.781026840000038, 67.16866038600006 24.780429840000068, 67.16296885700007 24.79088211100003, 67.15989421100005 24.793283463000023, 67.15462230000003 24.79372787500006, 67.14899180600008 24.79165458700004, 67.13833354200005 24.783979416000022, 67.13377879400008 24.78361320500005, 67.12914012200008 24.779695511000057, 67.12231944300004 24.778831482000044, 67.11785624700008 24.781600952000076, 67.10874675000008 24.79715538000005, 67.10484050000008 24.797645569000053, 67.10287211600007 24.795488358000057, 67.10436747800003 24.787187576000065, 67.10223124700008 24.77813530000003, 67.09895823700003 24.779901505000055, 67.09321330300003 24.791393280000023, 67.09066508500007 24.79214096100003, 67.09135936000007 24.786527634000038, 67.08775828600005 24.77972030600006, 67.08982585200005 24.774152756000035, 67.09894297800008 24.769250870000064, 67.10097239700008 24.76451873800005, 67.09980510000008 24.759675980000054, 67.09650157200008 24.756637573000035, 67.09306071500004 24.756935120000037, 67.08699935300007 24.76002320300006, 67.08697236175048 24.760073281493533, 67.06130981400008 24.773147583000025, 67.05669403100006 24.77549743700007))"
pk-jk-jk,Azad Jammu & Kashmir,"MULTIPOLYGON ((74.008394 33.21491850000007, 74.01201687700006 33.213567580000074, 74.053688 33.198029, 74.074416 33.190352, 74.09149594700006 33.176556609000045, 74.09437650000007 33.17423, 74.10018016700008 33.17229544400004, 74.112801 33.16808850000007, 74.13583250000005 33.159644, 74.14581250000003 33.155038, 74.160399 33.128168, 74.16577250000006 33.125097, 74.16673718400006 33.11641547000005, 74.167308 33.111278500000026, 74.18252287000007 33.09389068300004, 74.18343 33.092854, 74.18319130900005 33.09247607100008, 74.17421750000005 33.07826750000004, 74.19117055400005 33.07487688900005, 74.19341 33.074429, 74.20339 33.071358, 74.21490550000004 33.069055, 74.25175550000006 33.049862500000074, 74.25331707100008 33.04858470800008, 74.26019950000006 33.042953, 74.26864450000005 33.042953, 74.285534 33.03450850000007, 74.29135037300006 33.03087259600005, 74.297817 33.02683150000007, 74.323151 33.028367, 74.33236350000004 32.98384, 74.33929142900007 32.95889963500008, 74.34004050000004 32.956203, 74.33236350000004 32.941616500000066, 74.32161550000006 32.927798, 74.32024694500006 32.91821544100003, 74.32008050000007 32.91705, 74.32249035800004 32.91671758000007, 74.34234350000008 32.913979, 74.37074850000005 32.91628250000008, 74.38462694300006 32.90862531000005, 74.393012 32.903999, 74.40913350000005 32.896322, 74.414507 32.884806500000025, 74.414507 32.866381500000045, 74.418346 32.849492, 74.439841 32.826461, 74.445983 32.805733, 74.43882631900004 32.79076964600006, 74.437538 32.788076, 74.43951915500008 32.78814239400003, 74.43010704700004 32.78312190200006, 74.42266950000004 32.779155, 74.407408 32.771241, 74.38875450000006 32.767284, 74.371797 32.769545, 74.35998500700003 32.77573235300002, 74.35992650000003 32.775763, 74.34862150000004 32.784807, 74.345795 32.793286, 74.341273 32.809679, 74.33405204200005 32.811742131000074, 74.325446 32.814201, 74.31498214600003 32.81887228100004, 74.293792 32.828332, 74.27804372600008 32.83610101000005, 74.26967333800008 32.84023032700003, 74.251398 32.849246, 74.23666440600005 32.85574622200005, 74.21296050000007 32.866204, 74.20163353900006 32.87175214300004, 74.18560674000008 32.87960164500004, 74.185263 32.87977, 74.18492732800007 32.87984630600005, 74.172827 32.882597, 74.16959475400006 32.88536767200003, 74.164914 32.88938, 74.14710555600004 32.89662891000006, 74.116302 32.909164, 74.092561 32.922164, 74.075038 32.930078, 74.06686091900008 32.93028757400003, 74.052993 32.930643, 74.03546670500003 32.93843333600006, 74.03454205400004 32.93884420300003, 74.027557 32.941948, 74.00099 32.954384, 73.984032 32.96682, 73.958596 32.999605, 73.95593904100008 33.00359043900005, 73.95169801100008 33.009951983000065, 73.95061506300004 33.01157640500003, 73.94783903500007 33.01574044700004, 73.94503 33.019954, 73.925811 33.034085, 73.904332 33.039172, 73.89557815700005 33.03768199800004, 73.88758172300004 33.03632091600008, 73.88286986600008 33.03551890500006, 73.877765 33.03465, 73.87764270500008 33.03459711800008, 73.85685 33.025606, 73.85528174600006 33.024822, 73.82971850000007 33.01204, 73.81827397600006 33.01060922400006, 73.81615250000004 33.010344, 73.795238 33.014866, 73.79497426200004 33.014951333000056, 73.78288495400005 33.01886285900002, 73.776019 33.021084, 73.77398710200004 33.023319178000065, 73.77385002400007 33.023469970000065, 73.764714 33.03352, 73.755105 33.047651, 73.74876856700007 33.053591581000035, 73.746061 33.05613, 73.729669 33.064044, 73.72662318400006 33.06483587100007, 73.701406 33.071392, 73.69596633400005 33.07271504900007, 73.69581060900003 33.07275292500003, 73.680491 33.076479, 73.67434370300003 33.07737553800007, 73.653359 33.080436, 73.64716735800005 33.08462465300005, 73.634141 33.093437, 73.62554471400006 33.11110606500006, 73.623966 33.114351, 73.625096 33.131874, 73.63132728300008 33.13522940400003, 73.63760378400008 33.138609157000076, 73.63779260300004 33.13871083200007, 73.639793 33.139788, 73.64005928600005 33.13987675100003, 73.656751 33.14544, 73.670317 33.152224, 73.671447 33.162963, 73.670317 33.21101, 73.66946103600003 33.21203703000003, 73.66711505200004 33.21485231200006, 73.66655574800006 33.215523500000074, 73.661838 33.221185, 73.65536838200006 33.221931433000066, 73.64978803100007 33.22257526800007, 73.64958864300007 33.22259829700005, 73.647141 33.222881, 73.64488 33.234186, 73.627357 33.241534, 73.62468165200005 33.25524793200003, 73.622835 33.26471, 73.614357 33.278841, 73.618313 33.289016, 73.610965 33.300886, 73.60887210500005 33.30603791600004, 73.60643673400006 33.31203288100005, 73.603617 33.318974, 73.608139 33.334801, 73.60626173800006 33.33609182500004, 73.59909450000004 33.341019, 73.58892 33.341584, 73.57931050000008 33.357977, 73.575919 33.37719550000003, 73.582702 33.402632, 73.59231150000005 33.413372, 73.59294213800007 33.41478173000007, 73.59549981100008 33.420499164000034, 73.60192050000006 33.434852, 73.61567938100006 33.44806029200004, 73.616052 33.448418, 73.62338059600006 33.452521682000054, 73.63018350000004 33.456331, 73.62975030600006 33.45779289300003, 73.625661 33.471593, 73.61153 33.491943, 73.61174310800004 33.498125766000044, 73.612095 33.508335, 73.620574 33.520205, 73.62612840600008 33.524051056000076, 73.627922 33.525293, 73.63011000100005 33.52573036800004, 73.633575 33.526423, 73.63300950000007 33.539989, 73.625661 33.545077, 73.62622650000003 33.559773, 73.62848750000006 33.567687, 73.62170450000008 33.578427, 73.608138 33.594819, 73.60192050000006 33.606124, 73.59344150000004 33.614038, 73.57931 33.623647, 73.571962 33.63043, 73.57415314800005 33.63943881900008, 73.57553218700008 33.645108684000036, 73.577049 33.651345, 73.577049 33.666607, 73.583832 33.672824, 73.59570250000007 33.680738, 73.59638489700006 33.68315582900004, 73.60079050000007 33.698826, 73.60135550000007 33.72369750000007, 73.59852950000004 33.739525, 73.58609350000006 33.760439, 73.58379324600008 33.76424314900004, 73.571397 33.784745, 73.566875 33.797746, 73.57343749900008 33.81844415900002, 73.574223 33.820922, 73.58439750000008 33.847489, 73.59231150000005 33.86275050000006, 73.59344150000004 33.878578, 73.59457250000008 33.891579, 73.58835450000004 33.907406, 73.58551387100005 33.90932780900005, 73.569136 33.920407, 73.54537101100004 33.952094008000074, 73.54369950000006 33.954322, 73.536351 33.973541, 73.53465550000004 33.988237, 73.51939350000004 34.000108, 73.524481 34.012543, 73.51179863200008 34.01835569900004, 73.51103378200008 34.01870625200007, 73.51091450000007 34.018761, 73.51123131200006 34.020209599000054, 73.51487050000003 34.03684950000007, 73.51091450000007 34.05946, 73.50518489300003 34.06641676000004, 73.50300050000004 34.069069, 73.50300050000004 34.07774222900008, 73.50300050000004 34.089418, 73.50141342300003 34.10370589900003, 73.50130450000006 34.10468, 73.495087 34.135204, 73.495087 34.187207500000056, 73.49904350000008 34.207557, 73.490565 34.22903650000006, 73.47360750000007 34.256169, 73.483782 34.26860450000004, 73.488304 34.279344, 73.48039050000006 34.291215, 73.47925950000007 34.283866, 73.46965050000006 34.27990950000003, 73.46230250000008 34.287823, 73.45156250000008 34.300259, 73.44930150000005 34.321173, 73.44025750000003 34.326260500000046, 73.41651650000006 34.352827500000046, 73.40295050000003 34.366394, 73.40129561300006 34.370735694000075, 73.398428 34.378264, 73.412559 34.385612500000036, 73.421038 34.39861350000007, 73.427821 34.416701500000045, 73.432909 34.435355, 73.428952 34.46927050000005, 73.435735 34.48001, 73.442518 34.494707, 73.444214 34.505447, 73.43811870700006 34.520887954000045, 73.435735 34.52692650000006, 73.43842689300004 34.52888431900004, 73.44817 34.535970500000076, 73.448736 34.559146, 73.45150339500003 34.565372945000036, 73.453258 34.569321, 73.465693 34.574973, 73.474172 34.574973, 73.47732728100004 34.57276444300004, 73.47982450000006 34.57101650000004, 73.48416298900008 34.57272078400007, 73.495652 34.577234, 73.50865250000004 34.572712, 73.50944660500005 34.57255930100007, 73.523349 34.569886, 73.53748050000007 34.571582, 73.54878550000006 34.578365, 73.55145598400003 34.581607647000055, 73.556699 34.587974, 73.56404750000007 34.58967, 73.57051713000004 34.586075761000075, 73.574222 34.58401750000007, 73.59061450000007 34.585148, 73.59146184100007 34.585148, 73.60587650000008 34.585148, 73.61774650000007 34.582321500000035, 73.62792150000007 34.57723450000003, 73.63637488400008 34.56483583700003, 73.6364 34.564799, 73.64431350000007 34.561407, 73.65526898200005 34.56240319300008, 73.65674950000005 34.562537500000076, 73.66353250000003 34.571582, 73.66579350000006 34.58006050000006, 73.662402 34.593627, 73.65901050000008 34.59927950000008, 73.693491 34.63941250000005, 73.699709 34.64789150000007, 73.686143 34.655805, 73.67418024200003 34.65939374800007, 73.66353250000003 34.662588, 73.664663 34.66993650000006, 73.66766651900008 34.67434153100004, 73.673142 34.682372, 73.686708 34.691981500000054, 73.685577 34.70554750000008, 73.696317 34.713461, 73.70366550000006 34.71911350000005, 73.715536 34.73607150000004, 73.715536 34.74455, 73.723449 34.746811, 73.727971 34.75415950000007, 73.727971 34.764334, 73.74379850000008 34.773378, 73.75058150000007 34.77677, 73.777714 34.794858, 73.79523650000004 34.790336, 73.80145450000003 34.794293, 73.83084750000006 34.79146650000007, 73.83763050000005 34.80220650000007, 73.838196 34.814076500000056, 73.85289250000005 34.814642, 73.86080650000008 34.81181550000008, 73.86532850000003 34.80898950000005, 73.87098050000003 34.814076500000056, 73.887373 34.814642, 73.89811250000008 34.81972950000005, 73.927506 34.81125050000003, 73.934289 34.817468500000075, 73.934289 34.83159950000004, 73.945594 34.834991, 73.968204 34.83555650000005, 73.971596 34.850253, 73.97647964200007 34.86268498100003, 73.97781350000008 34.866080500000066, 73.98052725200006 34.86589958300004, 73.994771 34.86495, 74.003815 34.869472, 74.007772 34.874559, 74.021903 34.873994, 74.028686 34.87738550000006, 74.045079 34.890386500000034, 74.039991 34.89943050000005, 74.038861 34.914127, 74.04847 34.92204050000004, 74.064297 34.93051950000006, 74.07164550000005 34.937868, 74.06712350000004 34.956521500000065, 74.06034050000005 34.981958, 74.060906 34.988741, 74.06938450000007 34.996654500000034, 74.07560250000006 34.997785, 74.08747250000005 34.99891550000007, 74.097082 35.00061150000005, 74.10669150000007 35.01022050000006, 74.11121350000008 35.017569, 74.10782150000006 35.026048, 74.095386 35.031700500000056, 74.08295050000004 35.037353, 74.076733 35.04752750000006, 74.081255 35.062789500000065, 74.08747250000005 35.082573500000024, 74.094821 35.091052500000046, 74.11856150000006 35.101227, 74.12857729900003 35.10523316800004, 74.128388 35.10443350000003, 74.14205350000003 35.099086, 74.150966 35.087203, 74.169385 35.078885, 74.19018 35.084826, 74.21038150000004 35.084826, 74.223453 35.081261, 74.22642350000007 35.068784, 74.238901 35.052148, 74.24306 35.045612, 74.25732 35.03967, 74.26801450000005 35.042047, 74.282274 35.046206, 74.292969 35.062248, 74.301287 35.065813, 74.316141 35.066407500000025, 74.33277750000008 35.062842500000045, 74.349414 35.056901, 74.363079 35.057495, 74.371992 35.063437, 74.385063 35.07769650000006, 74.407641 35.096115, 74.419524 35.10681, 74.426654 35.107998500000065, 74.430813 35.122852, 74.43882256500007 35.13086343500004, 74.443884 35.135924, 74.45576750000004 35.131765, 74.463492 35.107998500000065, 74.475375 35.110375, 74.487258 35.111563, 74.509836 35.101463, 74.516371 35.084232, 74.523501 35.076508, 74.538355 35.06819, 74.541326 35.05393, 74.53597850000006 35.047989, 74.53479 35.035511, 74.53954350000004 35.026005, 74.550832 35.020657, 74.561527 35.00936850000005, 74.569251 35.011745, 74.57341 35.018281, 74.578758 35.012933, 74.58054 35.006398, 74.588858 34.998674, 74.579352 34.989167, 74.575193 34.990355, 74.575787 34.974313, 74.569845 34.96956, 74.569251 34.959459, 74.56628050000006 34.955894, 74.56628050000006 34.94817, 74.572816 34.940446, 74.568657 34.92381, 74.57400450000006 34.914303, 74.57043950000008 34.906579, 74.57043950000008 34.896479, 74.579352 34.897073, 74.584105 34.904203, 74.59301750000003 34.907768, 74.598959 34.910738, 74.607277 34.91133250000007, 74.618566 34.910144, 74.634608 34.903608500000075, 74.645897 34.896479, 74.657186 34.897073, 74.66550450000005 34.90004350000004, 74.67025750000005 34.889349, 74.67857550000008 34.88519, 74.683923 34.872712, 74.695212 34.868553, 74.698777 34.869147500000054, 74.702936 34.853699, 74.71066 34.85072850000006, 74.718384 34.85667, 74.725514 34.855482, 74.72670250000004 34.84954, 74.72789050000006 34.838251, 74.73561450000005 34.833498, 74.752845 34.822803, 74.75759850000003 34.814485, 74.760569 34.806167, 74.76294550000006 34.787748, 74.771858 34.773488, 74.776017 34.762199, 74.78611750000005 34.755069, 74.79915351100004 34.756203124000024, 74.80066250000004 34.741879, 74.79298550000004 34.73189850000006, 74.769187 34.725757, 74.72926650000005 34.714241, 74.702397 34.715777, 74.673224 34.7081, 74.65970623800007 34.709367256000064, 74.648658 34.710403, 74.628698 34.724221500000056, 74.604131 34.740343, 74.604131 34.752475453000045, 74.604131 34.754162, 74.60035173600005 34.75525599400004, 74.574959 34.76260650000006, 74.56049282600003 34.77455671000007, 74.55730150000005 34.777193, 74.54118 34.778728, 74.53799193200007 34.77617758700006, 74.525826 34.766445, 74.505098 34.77028350000006, 74.478996 34.77796050000006, 74.47439 34.77028350000006, 74.46441 34.777961, 74.455965 34.781799, 74.442914 34.779496, 74.435237 34.774122, 74.419115 34.780264, 74.39301350000005 34.787173, 74.36998250000005 34.787941, 74.340042 34.787941, 74.32392050000004 34.781799, 74.33159750000004 34.75723250000004, 74.333133 34.745717, 74.327759 34.728828, 74.329294 34.715009, 74.326991 34.700423, 74.322385 34.69121, 74.30319250000008 34.693513, 74.29551550000008 34.696584, 74.281697 34.686604, 74.28016150000008 34.67125, 74.279394 34.65129, 74.28553550000004 34.640542, 74.279394 34.635168, 74.26173650000004 34.639006, 74.24715 34.639006, 74.239473 34.636703, 74.227958 34.635168, 74.219513 34.636703, 74.21106850000007 34.642077, 74.204159 34.628259, 74.191876 34.61444, 74.18803750000006 34.603692, 74.17038 34.60446, 74.15195550000004 34.596783, 74.139672 34.592944, 74.129692 34.579893, 74.12278250000008 34.579126, 74.111267 34.58757, 74.101287 34.593712, 74.075953 34.581429, 74.065205 34.592944, 74.04678050000007 34.56914550000005, 74.03142650000007 34.566842, 74.009163 34.566842, 73.99687950000003 34.561468, 73.99227350000007 34.551488, 73.98920250000003 34.542276, 73.957727 34.536134, 73.93392850000004 34.528457, 73.91012950000004 34.511568, 73.89605154800006 34.50004941000003, 73.89324 34.497749, 73.89276068700008 34.49271645300007, 73.89170450000006 34.481627, 73.88863350000008 34.468576, 73.89016950000007 34.460132, 73.88479550000005 34.456293, 73.87635050000006 34.44784850000008, 73.86483550000008 34.437868, 73.85024850000008 34.431727, 73.82798550000007 34.430191, 73.80879250000004 34.426353, 73.80111550000004 34.41407, 73.78345850000005 34.403322, 73.76967520300008 34.39019488800005, 73.767337 34.387968, 73.75825680100007 34.37787957900008, 73.753518 34.372614, 73.75735650000007 34.358027, 73.754286 34.344976, 73.75865298300005 34.34310496000006, 73.77040750000003 34.338067, 73.790368 34.336532, 73.802651 34.34037, 73.80879250000004 34.346512, 73.818773 34.34190550000005, 73.81646950000004 34.33422850000005, 73.844107 34.33039, 73.855622 34.325016, 73.871744 34.338835, 73.885563 34.334996, 73.906291 34.343441, 73.91665882700005 34.345100004000074, 73.925483 34.346512, 73.936231 34.33960250000007, 73.938534 34.332693, 73.936999 34.321178, 73.940837 34.315804, 73.946979 34.31119750000005, 73.95005 34.30045, 73.94620641500006 34.29625687400005, 73.941605 34.291237, 73.945443 34.280489, 73.962333 34.278186, 73.96359199000005 34.27804295200008, 73.996112 34.274348, 74.000718 34.250549, 74.002253 34.180688, 73.964636 34.172243, 73.962333 34.164566, 73.973081 34.158425, 73.962333 34.154586, 73.951585 34.14076750000004, 73.930857 34.130787, 73.932392 34.109292, 73.906291 34.10468550000007, 73.910897 34.084725, 73.900149 34.06092650000005, 73.904755 34.048643, 73.922412 34.042502, 73.92908102700005 34.03202192300006, 73.93316 34.025612, 73.917038 34.020238, 73.91749643800006 34.01998819200003, 73.93392750000004 34.011026, 73.94928150000004 34.0164, 73.95153496500006 34.01586375800008, 73.96540350000004 34.012561, 73.98459550000007 34.012561, 74.00071750000006 34.015632, 74.00581718200004 34.02277199800005, 74.01223250000004 34.031754, 74.01607150000007 34.037128, 74.03372850000005 34.029451, 74.07979050000006 34.04019850000003, 74.09550112400007 34.04019850000003, 74.11664050000007 34.04019850000003, 74.16141674000005 34.03888146300005, 74.168844 34.038663, 74.181127 34.025612, 74.20031950000003 34.024077, 74.197249 34.000278, 74.221815 33.99951, 74.25279745200004 34.002264135000075, 74.256362 34.002581, 74.268645 33.98953, 74.26710950000006 33.978015, 74.276322 33.974944, 74.276322 33.963428, 74.274787 33.954983500000026, 74.284767 33.948074, 74.283999 33.938094, 74.28016050000008 33.928882, 74.28016050000008 33.911992, 74.283999 33.90278, 74.274019 33.891264, 74.246382 33.881284, 74.217209 33.856718, 74.18803650000007 33.843667, 74.158864 33.834454, 74.15476560000008 33.83430224800003, 74.138136 33.833686500000056, 74.12617036000006 33.82744363100005, 74.12047850000005 33.824474, 74.09979967900006 33.82659506400006, 74.09053850000004 33.827545, 74.05752750000005 33.828313, 74.05068192800007 33.81310158200006, 74.05061850000004 33.812959, 74.04294150000004 33.804514, 74.02758750000004 33.791463, 74.00911724100007 33.77231012500005, 74.006859 33.769967, 74.011465 33.76229, 74.01140847000005 33.761837797000055, 74.00992950000006 33.750007, 74.00225250000005 33.735421, 73.991505 33.727744, 73.98459550000007 33.716228, 73.978454 33.716228, 73.97768650000006 33.706248, 73.98996950000003 33.693197, 73.999182 33.680914, 74.001485 33.662489, 73.999182 33.640993, 74.00225250000005 33.62487150000004, 74.01530350000007 33.612588, 74.024516 33.59877, 74.02953853200006 33.59258770300005, 74.03449550000005 33.586486500000035, 74.036031 33.580345, 74.04217250000005 33.57573850000006, 74.05215250000003 33.57650650000005, 74.06059750000003 33.581112500000074, 74.074416 33.58341550000006, 74.08516350000008 33.585719, 74.09284050000008 33.578809500000034, 74.09710503300005 33.577388100000064, 74.10896250000008 33.57343550000007, 74.12892250000004 33.562688, 74.14734750000008 33.554243, 74.15579250000008 33.541192, 74.16346950000008 33.52737350000007, 74.16346950000008 33.50357450000007, 74.18035850000007 33.494362, 74.18803550000007 33.472099, 74.18880350000006 33.449068, 74.18266150000005 33.437552, 74.18266150000005 33.417592, 74.18266066700005 33.414984, 74.18266150000005 33.408379500000024, 74.19648050000006 33.408379500000024, 74.19571250000007 33.396096, 74.19264150000004 33.386884, 74.18957150000006 33.379207, 74.18112650000006 33.369994500000075, 74.17882350000008 33.358479, 74.17037850000008 33.34466, 74.15886350000005 33.325468, 74.14228537500003 33.314918463000026, 74.14197350000006 33.31472, 74.12738750000005 33.300901, 74.118175 33.30013350000007, 74.097447 33.28477950000007, 74.07825450000007 33.283244, 74.049082 33.280941, 74.03296 33.26789, 74.021445 33.264819, 74.02108898900008 33.25948091400005, 74.020677 33.25330350000007, 74.01248228800006 33.24647523900006, 74.00904976500004 33.243615082000076, 74.006859 33.241788, 74.008394 33.21491850000007))"
